排量_m3min,屈服应力_Pa,黏度_mPas,全井有效顶替效率,耗时_s
1.6,22.0,170.0,0.908435,6.0
1.6,22.0,190.0,0.908664,5.9
1.6,22.0,210.0,0.908854,6.0
1.6,22.0,230.0,0.909012,6.0
1.6,22.0,250.0,0.909147,6.3
1.6,22.0,270.0,0.909263,5.9
1.6,22.0,290.0,0.909364,5.9
1.6,22.0,310.0,0.909453,6.0
1.6,22.0,330.0,0.909531,6.0
1.6,22.0,350.0,0.909601,6.2
1.6,23.0,50.0,0.905294,6.0
1.6,23.0,70.0,0.906338,6.6
1.6,23.0,90.0,0.907089,6.5
1.6,23.0,110.0,0.907631,6.0
1.6,23.0,130.0,0.908039,6.1
1.6,23.0,150.0,0.908356,6.0
1.6,23.0,170.0,0.908609,5.9
1.6,23.0,190.0,0.908815,6.0
1.6,23.0,210.0,0.908986,6.0
1.6,23.0,230.0,0.909129,5.9
1.6,23.0,250.0,0.909252,6.1
1.6,23.0,270.0,0.909358,5.9
1.6,23.0,290.0,0.90945,6.0
1.6,23.0,310.0,0.909532,6.0
1.6,23.0,330.0,0.909604,5.9
1.6,23.0,350.0,0.909668,6.1
1.6,24.0,50.0,0.905877,6.0
1.6,24.0,70.0,0.906766,6.0
1.6,24.0,90.0,0.907418,5.9
1.6,24.0,110.0,0.907896,5.9
1.6,24.0,130.0,0.908257,6.0
1.6,24.0,150.0,0.90854,6.1
1.6,24.0,170.0,0.908767,5.9
1.6,24.0,190.0,0.908953,6.0
1.6,24.0,210.0,0.909107,6.1
1.6,24.0,230.0,0.909238,5.9
1.6,24.0,250.0,0.90935,6.1
1.6,24.0,270.0,0.909446,6.0
1.6,24.0,290.0,0.909531,6.0
1.6,24.0,310.0,0.909606,5.9
1.6,24.0,330.0,0.909672,6.0
1.6,24.0,350.0,0.909731,5.9
1.6,25.0,50.0,0.906374,6.2
1.6,25.0,70.0,0.907136,5.9
1.6,25.0,90.0,0.907706,6.0
1.6,25.0,110.0,0.90813,5.9
1.6,25.0,130.0,0.908453,5.9
1.6,25.0,150.0,0.908706,6.1
1.6,25.0,170.0,0.908911,6.0
1.6,25.0,190.0,0.909079,6.0
1.6,25.0,210.0,0.90922,6.0
1.6,25.0,230.0,0.909339,6.0
1.6,25.0,250.0,0.909441,5.9
1.6,25.0,270.0,0.909529,6.1
1.6,25.0,290.0,0.909607,6.1
1.6,25.0,310.0,0.909676,6.0
1.6,25.0,330.0,0.909737,5.9
1.6,25.0,350.0,0.909791,6.0
